sample_uid	394576	395562	395965	396627	396628
167205	0	0	0	0.984569043852859	0
167211	0	0	0	0.9839276043395468	0
167216	0	0	0	0.9824588503853218	0
167213	0	0	0	0.9815549494448577	0
167215	0	0	0	0.9812978146967907	0
167214	0	0	0	0.9803377123717961	0
167206	0	0	0	0.9802751279566053	0
167210	0	0	0	0.9791726930864911	0
167209	0	0	0	0.9770366672571217	0
167221	0	0	0	0	0.9594132282811528
167212	0	0	0	0	0.9488703923900119
167208	0	0	0	0	0.9485916698489617
167217	0	0	0.006421735967317701	0	0.9367340086182775
167220	0	0	0	0	0.9349218949338021
167207	0	0	0	0	0.9339118217180324
167218	0	0	0	0	0.9313894195096538
167222	0	0	0	0	0.9281817491072107
167219	0	0	0	0	0.9123877717592936
167226	0.9545636937563534	0	0	0	0
167227	0.9124394184168012	0	0	0	0
167228	0.8773709269684704	0	0	0	0
167225	0.8545632503046161	0	0	0	0
167224	0	0.9452335448360217	0	0	0
167223	0	0.9347121527192342	0	0	0
