sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7
ot1,167217,0.8148785921237377,-0.0010248384209862642,0.00028426979325480795,0.0004997880331126583,-2.3124433088459102e-05,-5.918388725392552e-06,-0.0
it1,167223,-0.13619708642286948,-0.1064788735308321,-0.020720842492031034,-0.019042377891412873,-0.011934867819438318,-0.00860188614848785,-0.0
it2,167224,-0.13580571293108776,-0.1119053123142191,-0.013778003449617184,-0.017553107921658352,-0.00019045853263572322,0.009245091125382517,-0.0
it3,167225,-0.1319173129707932,0.10273632337251587,-0.09567954554956207,-0.004403480496342902,0.016776821271939524,-0.0004446137077319838,-0.0
it4,167226,-0.13902569357936503,-0.029826007302429847,0.0679602215473406,0.020540793020389865,0.03089708497613325,-0.001945464441521568,-0.0
it5,167227,-0.13140669307117173,0.12376201350259057,0.06632695922464216,-0.03345819921602034,-0.01273412581354616,0.0006577504753001105,-0.0
it6,167228,-0.14052609314844952,0.022736694693360853,-0.004393059074026682,0.053416584471931344,-0.022791329649363538,0.0010950410857891444,-0.0
proportion_explained,0,0.9093206303398526,0.06002150826181665,0.022077942052335247,0.0059682051423624125,0.0024179662523331,0.00019374795130007536,0.0
