sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7
ot1,167217,0.7416179371532474,0.00042272243813433306,-0.001360910144393021,0.0009168374422550485,0.0001649888482809867,-0.0,0.0
it1,167223,-0.12837035308195102,0.09382458957470691,-0.09131437519516755,0.032997616937074224,-0.03289568291189265,-0.0,0.0
it2,167224,-0.12533229352065667,0.08984439418951574,-0.12761075479902795,0.0035741799340168793,0.016892702973367577,-0.0,0.0
it3,167225,-0.1176432629995455,0.11735173821851874,0.1321144586303726,-0.07508001406166283,-0.013043874786149824,-0.0,0.0
it4,167226,-0.12298416792278093,-0.13960189072555157,-0.06267251480023427,-0.05454856760580696,0.04261518160987359,-0.0,0.0
it5,167227,-0.12134322754031608,-0.16409223854469215,0.027409314064358974,0.014603485481799057,-0.054582605767897786,-0.0,0.0
it6,167228,-0.12594463208799644,0.002250684849367907,0.12343478224409132,0.07753646187232453,0.04084929003441834,-0.0,0.0
proportion_explained,0,0.7974463446477924,0.09576616382314582,0.07703643132781304,0.019807903644392295,0.009943156556856517,0.0,0.0
